"ID","Bezeichnung","Beschreibung","URL","NetzwerkeServices","DigitaleAnwendungen","Empfehlungen","RechercheRessourcen","KulturSammlungsgutKolonialeKontexte","NsverfolgungsbedingtEntzogenesKulturgut","KulturgutentziehungenSBZDDR","KriegsbedingtVerlagertesKulturgut","HumanRemains","SecretSacredObjects","NaturkundeNaturwissenschaft"
"K077DZ","Interdisziplinäre Provenienzforschung zu menschlichen Überresten aus kolonialen Kontexten: Eine methodische Arbeitshilfe des Deutschen Zentrums Kulturgutverluste, des Berliner Medizinhistorischen Museums der Charité und von ICOM Deutschland (2022)","Die Arbeitshilfe bietet eine praktische Einführung in die Provenienzforschung zu menschlichen Überresten aus kolonialen Kontexten. Sie fokussiert auf deutsche Institutionen mit einem Appendix zur Situation in Österreich. Die Arbeitshilfe bezieht sich auf biologisch-anthropologische, anatomische und medizinhistorische Sammlungen menschlicher Überreste vor allem an Universitäten und Museen. Die Interdisziplinarität und das Zusammenspiel der Methoden stehen im Vordergrund. Sie enthält ausführliche Hinweise zu historischen und anthropologisch-naturwissenschaftlichen Methoden der Provenienzforschung, sowie zur Dokumentation der Rechercheergebnisse. Erörtert werden ebenso die transkulturellen und transnationalen Dimensionen von Provenienzforschung.
Zitiervorschlag: Winkelmann, A., Stoecker, H., Fründt, S., & Förster, L. (2022). Interdisziplinäre Provenienzforschung zu menschlichen Überresten aus kolonialen Kontexten: Eine methodische Arbeitshilfe des Deutschen Zentrums Kulturgutverluste, des Berliner Medizinhistorischen Museums der Charité und von ICOM Deutschland. arthistoricum.net.
https://doi.org/10.11588/arthistoricum.893 ","https://books.ub.uni-heidelberg.de//arthistoricum/catalog/book/893",,,"x",,"x",,,,"x",,
"MZJD4Q","Zugang – Transparenz – Kooperation. Leitlinien einer „3 Wege-Strategie“ für die Erfassung und digitale Veröffentlichung von Sammlungsgut aus kolonialen Kontexten in Deutschland (2020)","In diesem Dokument sind die Leitlinien eienr ""3-Wege-Strategie  für die Erfassung und digitale Veröffentlichung von Sammlungsgut aus kolonialen Kontexten in Deutschland"" ausführlich beschrieben. 
Zitiervorschlag: Kontaktstelle für Sammlungsgut aus kolonialen Kontexten in Deutschland (Hrsg.). (2020, Oktober 14). Zugang – Transparenz – Kooperation. Leitlinien einer „3 Wege-Strategie“ für die Erfassung und digitale Veröffentlichung von Sammlungsgut aus kolonialen Kontexten in Deutschland. https://www.kmk.org/fileadmin/Dateien/pdf/PresseUndAktuelles/2020/201014_Kontaktstelle-Sammlungsgut_Konzept_3-Wege-Strategie.pdf ","https://www.kmk.org/fileadmin/Dateien/pdf/PresseUndAktuelles/2020/201014_Kontaktstelle-Sammlungsgut_Konzept_3-Wege-Strategie.pdf",,,"x",,"x",,,,"x","x",
"N84WLO","Menschliche Überreste im Depot. Empfehlungen für Betreuung und Nutzung (2021)","Die Empfehlungen in diesem Leitfaden sind allgemein gehalten und gehen vor allem auf solche menschlichen Überreste ein, die von den Museen und Universitätssammlungen zu Unrecht erworben wurden oder deren Herkunft ungeklärt ist. Besonders ausführlich werden deshalb Aspekte des Besitzanspruchs, der Ausstellung und Kommunikation sowie der Repatriierung und Restitution diskutiert.
Zitiervorschlag: Fuchs, J., Gabler, D., Markert, M., Herm, C., & Mühlenberend, S. (2021). Menschliche Überreste im Depot. Empfehlungen für Betreuung und Nutzung (Koordinierungsstelle für wissenschaftliche Universitätssammlungen in Deutschland, Hrsg.; 2. Aufl.). https://wissenschaftliche-sammlungen.de/files/4416/2140/5696/Menschliche_berreste_im_Depot_V2.pdf","https://wissenschaftliche-sammlungen.de/files/4416/2140/5696/Menschliche_berreste_im_Depot_V2.pdf",,,"x",,,,,,"x",,
"H2822O","Empfehlungen zum Umgang mit menschlichen Überresten in Museen und Sammlungen (2013)","Diese Empfehlungen richten sich an die für Sammlungen direkt Verantwortlichen wie auch die Träger der Einrichtungen. Sie dienen sowohl als Handreichung im täglichen Umgang mit menschlichen Überresten, auch solchen außereuropäischer Herkunft, als auch bei Fragen zu Rückgabeforderungen. Primär richtet sich der Deutsche Museumsbund an Museen, die gemachten Aussagen lassen sich gleichermaßen auch auf andere Sammlungen, insbesondere Universitätssammlungen, anwenden.
Zitiervorschlag: Deutscher Museumsbund e.V. (Hrsg.). (2013, April). Empfehlungen zum Umgang mit menschlichen Überresten in Museen und Sammlungen. https://www.museumsbund.de/wp-content/uploads/2017/04/2013-empfehlungen-zum-umgang-mit-menschl-ueberresten.pdf ","https://www.museumsbund.de/wp-content/uploads/2017/04/2013-empfehlungen-zum-umgang-mit-menschl-ueberresten.pdf",,,"x",,,,,,"x",,
"AXAL69","Recommendations/Guidelines for the Handling of Future Discoveries of Remains of Human Victims of Nazi Terror.  ""Vienna Protocol"" for when Jewish or Possibly-Jewish Human Remains are Discovered (2017)","Diese Empfehlungen sind das Ergebnis wissenschaftlicher Überlegungen einer Gruppe internationaler Expert:innen als Reaktion auf die Entdeckung menschlicher Skelettreste auf dem Dahlemer Campus der Freien Universität Berlin, die möglicherweise Opfer der von Dr. Josef Mengele im Konzentrationslager Auschwitz durchgeführten Experimente waren. Im Falle künftiger Entdeckungen menschlicher Überreste von Opfern des Naziterrors sollen diese Empfehlungen als Leitfaden dienen und könen auch generell beim Umgang mit menschlichen Überresten herangezogen werden.
Zitiervorschlag: Polak, J. A. (2018). Recommendations/Guidelines for the Handling of Future Discoveries of Remains of Human Victims of Nazi Terror.  „Vienna Protocol“ for when Jewish or Possibly-Jewish Human Remains are Discovered. https://www.bu.edu/jewishstudies/files/2018/06/Final-How-to-Deal-with-Holocaust-Era-Human-Remains.pdf ","https://www.bu.edu/jewishstudies/files/2018/06/Final-How-to-Deal-with-Holocaust-Era-Human-Remains.pdf",,,"x",,,"x",,,"x",,
"YRSWZT","IFAA recommendations for the ethical use of anatomical images (2023)","Die kontinuierliche Weiterentwicklung der digitaler Technologien und die inzwischen allgegenwärtige Nutzung des Internets sind Veranlassung dazu, ""Best-Practices"" für Bildaufnahmen und -verwendung im anatomischen Bereich zu veranlassen. Dieses Thema wurde erweitert, um Leitlinien bereitzustellen, die mit dem heutigen Bildungs- und Forschungsumfeld besser übereinstimmen. Der Begriff „Bilder“ bezieht sich insbesondere auf Fotos, Videos und Bilder von menschlichem Gewebe sowie auf Bilder, die mit Modalitäten wie Ultraschall, Computertomografie und Magnetresonanztomografie erzeugt werden.
Zitiervorschlag: Cornwall, J., Hildebrandt, S., Champney, T. H., Billings, B., Schmitt, B., & Winkelmann, A. (2024). IFAA recommendations for the ethical use of anatomical images. Anatomical Sciences Education, 17(1), 7–10. https://doi.org/10.1002/ase.2349 ","https://doi.org/10.1002/ase.2349",,,"x",,,,,,"x",,
"UHWPVU","Stuttgarter Empfehlungen zum Umgang mit Präparaten aus menschlichem Gewebe in Sammlungen, Museen und öffentlichen Räumen (2013)","Die vorhandenen Gesetze regeln im Allgemeinen nur höchst fragmentarisch den Umgang mit Präparaten aus menschlichem Gewebe in Sammlungen, Museen und öffentlichen Räumen und bieten insbesondere keinen zureichenden Anhalt zur Lösung der damit verbundenen rechtlichen und ethischen Probleme. Diese Empfehlungen geben Eckpunkte zum Umgang mit solchen Präparaten.
Zitiervorschlag: Arbeitskreis „Menschliche Präparate in Sammlungen“. (2003). Stuttgarter Empfehlungen zum Umgang mit Präparaten aus menschlichem Gewebe in Sammlungen, Museen und öffentlichen Räumen. Deutsches Ärzteblatt, 100(28/29), A 1960-A 1965. https://www.aerzteblatt.de/pdf/100/28/a1960.pdf ","https://www.aerzteblatt.de/pdf/100/28/a1960.pdf",,,"x",,,,,,"x",,
"SYD8UI","Handlungsrichtlinien der Karl-May-Stiftung zum Umgang mit menschlichen Überresten und Gegenständen von religiöser Bedeutung in der Sammlung des Karl-May-Museums (2015)","Diese Handlungsrichtlinien veröffentlichte die Karl-May-Stiftung zum Umgang mit menschlichen Überresten und Gegenständen von religiöser Bedeutung in der Sammlung des Karl-May-Museums.
Zitiervorschlag: Karl-May-Stiftung (Hrsg.). (2015). Handlungsrichtlinien der Karl-May-Stiftung zum Umgang mit menschlichen Überresten und Gegenständen von religiöser Bedeutung in der Sammlung des Karl-May-Museums. https://www.karl-may-museum.de/de/ueber-uns/stiftung/handlungsrichtlinien/ ","https://www.karl-may-museum.de/de/ueber-uns/stiftung/handlungsrichtlinien/",,,"x",,"x",,,,"x","x",
"YMK0NX","Elfenbein in Museen. Vorschläge für einen differenzierten Umgang (2023)","Die Empfehlung versteht sich als eine Arbeits- und Orientierungshilfe für den Umgang mit Elfenbein im musealen Alltag, aber auch als exemplarisch für den Umgang mit anderen Materialien (Präparate, Felle, Hörner, Federn etc.). Außerdem soll sie Denkanstöße in Bezug auf Artenschutz, illegalen Handel und Kulturgutschutz liefern. Zudem kann sie neben den bestehenden gesetzlichen Bestimmungen als Grundlagenpapier für den Leihverkehr, Kooperationen und Verbundprojekte dienen.
Zitiervorschlag: ICOM Deutschland e. V. (Hrsg.). (2023). Elfenbein in Museen. Vorschläge für einen differenzierten Umgang. https://icom-deutschland.de/images/Publikationen_Buch/01_ICOMHandreichnung_Elfenbein_2024.pdf","https://icom-deutschland.de/images/Publikationen_Buch/01_ICOMHandreichnung_Elfenbein_2024.pdf",,,"x",,"x",,,,,"x","x"
"S5Z65G","Erweitertes Findbuch zum historischen Archiv
und den historischen Sammlungsverzeichnissen
im Ethnologischen Museum Berlin","Das ""Erweitertes Findbuch zum historischen Archiv und den historischen Sammlungsverzeichnissen im Ethnologischen Museum"".  Ein wahrer Schatz für die digitale Provenienzrecherche ethnologischer Objekte in deutschen Museen.  Dem ehemaligen Museum für Völkerkunde kam durch einen Bundesratsbeschluss des Deutschen Reiches ab 1889 eine außergewöhnliche Rolle bei der Verwahrung von Objekten aus den deutschen Kolonien zu. Jeder Eintrag im Onlinefindbuch führt auf das vollständige Digitlisat der Akte. Insgesamt sind so Digtialisate zu  1603 historischen Dokumente mit einer Gesamtzahl von über 588.000 Seiten.zugänglich. Abgedeckt wird die Laufzeit von 1830 bis 1947.","https://www.smb.museum/fileadmin/website/Museen_und_Sammlungen/Ethnologisches_Museum/02_Sammeln_und_Forschen/Forschung/Digitalisierung/Findbuch_Tektonik.pdf ","X",,,"X","X",,,,"X","X",
"ZHLDG6","Leitfaden Provenienzforschung und Restitution (2014)","Im Leitfaden Provenienzforschung und Restitution wurde isch auf vier Themen fokussiert: Provenienzforschung NS-Zeit bedingter Enteignungen, Provenienzforschung „Schlossbergung“ bedingter Enteignungen, Rückführung von ausländischem Sammlungsmaterial (Typenmaterial/Referenzstücke) „on demand“, Rückgaben kriegsbedingt ausgelagerter Sammlungen an deutsche Naturkundemuseen. Dieser Leitfaden enthält zu allen vier Themen Empfehlungen; er erhebt keinen Anspruch auf Vollständigkeit und will nicht als starres Regelwerk verstanden werden.
Zitiervorschlag: Peter-René, B., Schmitz, M., & Stoll, S. (2014). Leitfaden Provenienzforschung und Restitution. https://www.museumsbund.de/wp-content/uploads/2017/04/2014-leitfaden-provenienzforschung-fg-naturwissenschaftliche-museen.pdf ","https://www.museumsbund.de/wp-content/uploads/2017/04/2014-leitfaden-provenienzforschung-fg-naturwissenschaftliche-museen.pdf",,,"x",,"X","x","x","x",,,"x"
"O968YK","Looted Art WWII Belgien","Die auf dieser Website zugängliche Datenbank enthält Informationen zu nicht wiedergefundenen Kunstwerken, die während des Zweiten Weltkriegs während der Besatzung Belgiens von Privatpersonen und öffentlichen Einrichtungen geplündert wurden.","https://lootedart.belgium.be/en",,,,"x",,"x",,"x",,,
"AFK28O","Digitale Datenbank zur Veröffentlichung des Quellenkorpus aus dem trinationalen Forschungsprojekt ""Konfiskationen und Transfer von Kulturgut aus Ostdetuschland in die Sowjetunion, 1944-19148""","Die Datenbank ist eine Quellensammlung zur Konfiskation von Kulturgut durch die sowjetische Besatzungsmacht in Deutschland, die in einem trinationalen Forschungsprojekt von russischen, ukrainischen und deutschen Historikern erarbeitet wurde. Dazu haben die Forscher mehr als 1 200 zumeist unbekannte Dokumente aus Archiven der drei Länder ermittelt, beschrieben, mit Metadaten versehen und in einer digitalen Datenbank aufbereitet. Für die Dokumentensammlung zu den sowjetischen Konfiskationen und Verlagerungen von Kunst- und Kulturgütern wurden ausgewählte Bestände aus den folgenden Archiven ausgewertet: Deutsche Archive: SPSG Potsdam (Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg), BLHA Potsdam (Brandenburgisches Landeshauptarchiv), BArch Berlin-Lichterfelde, Sächsisches HStA (Sächsisches Staatsarchiv, Hauptstaatsarchiv Dresden), Zentralarchiv der Staatlichen Museen zu Berlin. Russische Archive: Dienstarchiv des Kulturministers der Russischen Föderation GARF (Staatsarchiv der Russischen Föderation), RGALI (Russisches Staatliches Archiv für Literatur und Kunst), RGASPI (Russisches Staatliches Archiv für soziale und politische Geschichte), Ukrainische Archive: CDAHO (Zentrales Staatliches Archiv gesellschaftlicher Organisationen der Ukraine), CDAMLI (Zentrales Staatliches Archiv-Museum für Literatur und Kunst der Ukraine),   CDAVO (Zentrales Staatliches Archiv der Höchsten Organe der Staatsgewalt und der Verwaltung der Ukraine). Die digitalisierten Quellen dokumentieren Beschlüsse, Weisungen, Schriftverkehr und die Praxis der Entnahme und des Transfers von Kulturgut und informieren über die daran beteiligten Akteure und Institutionen.","https://kunstraub-und-beutekunst.de",,,,"x",,,,"x",,,
"A97Q6Z","Deutsch-russisches Projekt zur Digitalisierung deutscher Dokumente in den Archiven der Russischen Föderation","Im Ergebnis des Sieges der Länder der Anti-Hitler-Koalition wurden während und nach dem Zweiten Weltkrieg Akten des Deutschen Reiches in verschiedene Länder, einschließlich Russland verbracht. Die umfangreichsten Sammlungen dieser sogenannten Trophäendokumente befinden sich in den verschiedenen Föderalen Archiven der Russischen Föderation: Staatsarchiv der Russischen Föderation – GARF, Russisches Staatsarchiv für sozialpolitische Geschichte – RGASPI, Staatliches Militärarchiv der Russischen Föderation – RGVA, Zentralarchiv des Verteidigungsministeriums der Russischen Föderation – CAMO. Seit 2011 läuft ein gemeinsames deutsch-russisches wissenschaftliches Projekt zur Digitalisierung der in Russland aufbewahrten deutschen Dokumente. Von 2014 bis Anfang 2022 erfolgte die Digitalisierung der ca. 28.000 sog. Trophäenakten im CAMO.","https://germandocsinrussia.org/de/nodes/1-rossiysko-germanskiy-proekt-po-otsifrovke-trofeynyh-kollektsiy",,,,"x",,,,"x",,,
"Z6QNCZ","The cultural values – the victims of the war, Lost Art Russland","Das Kulturministerium der Russischen Föderation stellt in dem Projekt „Cultural values –the victims of the war“ Fakten über die russischen militärischen Verluste, betroffene Museen, Listen der geplünderten und zerstörten Kunstwerke, Bücher, Manuskripte, Archivbestände und deren restaurierten Abbildungen bereit. Zudem sind Daten zu Ausstellungen und wissenschaftlichen Publikationen zu mobilen Kulturgütern, die nach dem Ende des Zweiten Weltkrieges in russische Kultureinrichtungen als Entschädigung für erlittene Schäden gelangten, vertreten. ","https://lostart.ru/en/",,,,"x",,,,"x",,,
"BFFSF7","Sonderarchiv Moskau beim Staatlichen Militärarchiv Moskau","Die Webseite soll einen ersten Einblick in das sogenannte ""Sonderarchiv"" Moskau, in die dortigen Arbeitsbedingungen und Archivbestände geben. (Proveana Glossar: Das Sonderarchiv Moskau wurde im März 1946 gegründet, in den 1990er Jahren als „Zentrum zur Aufbewahrung historisch-dokumentarischer Sammlungen“ (Центр сохранения историко-документальных коллекций) geführt und 1999 dem Russischen Staatlichen Militärarchiv angegliedert. Es beherbergt Aktenbestände, die 1945 aus den unterschiedlichen Auslagerungsorten und Ämtern von der Roten Armee in die Sowjetunion verbracht wurden. Es umfasst sowohl staatliche Akten deutscher Provenienz als auch Archivgut, das von deutschen Organen in Deutschland und im von deutschen Truppen besetzten Ausland beschlagnahmt worden war. Die letztgenannten Bestände wurden in großem Umfang nach 1990 restituiert. (Maria Obenaus) https://www.proveana.de/de/glossar/s#488492, Stand: 5.3.25)","http://www.sonderarchiv.de/",,,,"x",,,,"x",,,
"MXH83G","Forgotten Heritage. Looted of Ukraine in ХХ–ХХІ centuries","Diese Internetplattform befasst sich sich mit Kulturschätzen, die im 20. und 21. Jahrhundert aus der Ukraene entwendet wurden. Ausdrückliches Ziel ist es, ein „Directory of Displaced and Lost Cultural Treasures“ zu erstellen und zu aktualisieren. Über dieses Portal wird die breite Öffentlichkeit über die Ansichten der ukrainischen Regierung und Gesellschaft in Bezug auf verschleppte Kulturschätze sowie über die Umsetzung der einschlägigen Rechtsvorschriften informieren.","http://lostart.org.ua/en/",,,,"x",,,,"x",,,
"K5ES6E","TsDAVO Relating to Nazi-Era Cultural Property","Einer der größten Teile des Archivs vom Einsatzstab Reichsleiter Rosenberg (ERR) wird vom Zentralen Staatsarchiv der Obersten Macht- und Regierungsorgane der Ukraine (TsDAVO) aufbewahrt. Diese Aufzeichnungen enthalten Informationen über Kunst, Bücher und Archivmaterial, das aus Museen, Bibliotheken und Archiven auf dem Gebiet der ehemaligen Sowjetunion sowie aus (hauptsächlich jüdischen) Privatsammlungen im von den Nazis besetzten Nordfrankreich und Belgien beschlagnahmt wurde. Drei TsDAVO-Sammlungen von ERR- und verwandten Unterlagen wurden von Archival Information Systems digitalisiert und online präsentiert. Das Projekt wurde von der Conference on Jewish Material Claims Against Germany gesponsert.","https://www.archives.gov/research/holocaust/international-resources/tsdavo.html",,,,"x",,"x",,"x",,,
"Q472ET","Documentation Centre for Property Transfers of the Cultural Assets of WW II Victims, p.b.o.","Zu den Aufgaben des Documentation Centre for Property Transfers of Cultural Assets of WW II Victims, p.b.o. gehören die Erforschung historischer und wirtschaftlicher Fragen der „Arisierung“ jüdischen Eigentums (vor allem von Kunstwerken) sowie Recherchen in tschechischen und internationalen Archiven sowie in den Ankaufsunterlagen und Inventaren einzelner Museen und Galerien (ermöglicht durch die enge Zusammenarbeit des Zentrums mit dem tschechischen Kulturministerium).","http://www.lootedart.cz/en/","x",,,"x",,"x",,"x",,,
"S9EQY3","Gedenkbuch. Opfer der Verfolgung der Juden unter der nationalsozialistischen Gewaltherrschaft in Deutschland 1933 - 1945","Im Gedenkbuch sind die Opfer der nationalsozialistischen Judenverfolgung in Deutschland recherchierbar. Unabhängig von der Reihenfolge, in der sie eingegeben werden, durchsucht die Namensuche das Gedenkbuch nach Vornamen, Nachnamen und Geburtsnamen. Die Ergebnisliste können Sie als CSV-Datei exportieren. ","https://www.bundesarchiv.de/gedenkbuch/",,,,"x",,"x",,,,,
"V1NS2H","Datenbank Oberfinanzpräsident Berlin-Brandenburg, Brandenburgisches Landeshauptarchiv","Die im Bestand Rep. 36A Oberfinanzpräsident Berlin-Brandenburg überlieferten Unterlagen betreffen fast ausschließlich Personen, die in der Region Berlin/Brandenburg ihren letzten Wohnort hatten. Hinweise zu Personen, die außerhalb dieser Region lebten, sind die Ausnahme. Im Kontext der nationalsozialistischen Judenverfolgung spielte der Oberfinanzpräsident Berlin-Brandenburg eine besondere Rolle. Mit der seit 1931 angebundenen Devisenstelle und der 1942 bei ihm eingerichteten Vermögensverwertungsstelle standen dem NS-Regime zwei Dienststellen zur Verfügung, die im Zusammenwirken mit Finanzämtern, Zollfahndungsstellen und der Geheimen Staatspolizei die systematische Vermögenserfassung und Ausplünderung deutscher Juden sowie anderer Verfolgter und Gegner des Nationalsozialismus durchführten. Die Tätigkeit des Oberfinanzpräsidenten Berlin-Brandenburg endete im Mai 1945 mit der Zerschlagung der NS-Diktatur. ","https://blha-recherche.brandenburg.de/archivplansuche.aspx?ID=1663781",,,,"x",,"x",,,,,
"URI36W","AnimalBase","AnimalBase ist ein Angebot des Zoologischen Instituts der Universität Göttingen. Ziel ist es, einen urheberrechtsfreien offenen Zugang zu zoologischen Werken zu ermöglichen und manuell geprüfte Namenslisten von zoologischen Gattungen und Arten als kostenlose Ressource für die Öffentlichkeit bereitzustellen. Die öffentliche Nutzung der AnimalBase-Daten ist nicht eingeschränkt oder an Bedingungen geknüpft. ","http://animalbase.org",,,,"x",,,,,,,"x"
"YMBJZO","Global Biodiversity Information Facility (GIBF)","GBIF - Global Biodiversity Information Facility - ist ein internationales Netzwerk und eine Dateninfrastruktur, die von den Regierungen der Welt finanziert wird und darauf abzielt, jedermann, überall, offenen Zugang zu Daten über alle Arten von Leben auf der Erde zu bieten.","https://www.gbif.org",,,,"x",,,,,,,"x"
"ZNXI2Y","NatSCA – Natural Sciences Collections Association","Die Natural Sciences Collections Association (NatSCA) ist eine im Vereinigten Königreich ansässige Mitglieder- und Wohltätigkeitsorganisation, die von Freiwilligen aus den Reihen der Mitglieder geführt wird. Die NatSCA hat die Aufgabe, naturwissenschaftliche Sammlungen, die Institutionen, die sie beherbergen, und die Menschen, die mit ihnen arbeiten, zu fördern und zu unterstützen, um die Pflege, das Verständnis, die Zugänglichkeit und die Freude an den Sammlungen für alle zu verbessern.","https://natsca.org","x",,,"x",,,,,,,"x"
"AZIKVC","Senckenberg Aquila","Die Datenbanken SeSam und AQUiLA-Datenbank erschließen die bei Senckenberg vorhandenen Sammlungsobjekte und die einiger anderer Institutionen, die sich dem System angeschlossen haben. Dazu gehören u.a. das Museum für Naturkunde Berlin, das Zoologisches Museum Hamburg, die Zoologische Staatssammlung München, das Zoologische Museum Kiel, die Zoologischen Sammlungen Rostock und das Zoologische Museum Marburg.","https://www.senckenberg.de/de/wissenschaft/forschungsinfrastruktur/datenbanken-und-digitale-ressourcen/",,,,"x",,,,,,,"x"
"KUV8ZV","Blumenbach online","Das Projekt „Johann Friedrich Blumenbach – Online“ bearbeitet die Publikationen und die naturhistorischen Sammlungen des Göttinger Naturforschers Johann Friedrich Blumenbach (1752–1840). Ziel ist eine digitale Ausgabe seiner Werke und der erhaltenen Sammlungsobjekte.
„Johann Friedrich Blumenbach – Online“ ist ein Langzeitprojekt im Rahmen des Akademienprogramms der Union der deutschen Akademien der Wissenschaften, angesiedelt bei der Niedersächsischen Akademie der Wissenschaften zu Göttingen. Die Internetseite informiert über J. F. Blumenbach und über Online-Ressourcen für die Blumenbach-Forschung, stellt die bisher erarbeiteten Materialien in einer vorläufigen Form zur Verfügung und präsentiert das Projekt.","https://blumenbach-online.de/",,,,"x","x",,,,"x",,"x"
"TSE4SG","Portal Wissenschaftliche Sammlungen","Das Portal Wissenschaftliche Sammlungen der Koordinierungsstelle für wissenschaftliche Universitätssammlungen in Deutschland dient der Identifizierung einschlägiger Universitätssammlungen aus verschiedenen Disziplinen.","https://portal.wissenschaftliche-sammlungen.de",,,,"x","x","x","x","x","x","x","x"
"GBU3JV","Informationssystem zu Sammlungen und Museen an deutschen Universitäten","Das Informationssystem zu Sammlungen und Museen an deutschen Universitäten wird zwar nicht mehr aktualisiert, bietet aber immer noch umfangreiche Informationen in deutscher und englischer Sprache über deutsche Universitätssammlungen und Museen.","http://www.universitaetssammlungen.de",,,,"x","x","x","x","x","x","x","x"
"XC4TGP","Digital Resources for Researching Materials from Colonial Contexts in Libraries, Archives and Museums & University Collections (2024)","Das Arbeitspapier gibt einen Überblick über Ressourcen zur Forschung zu Materialien aus kolonialen Kontexten in Bibliotheken, Archiven und Museen sowie Universitätssammlungen. Es basiert auf den Vorträgen der Autor:innen auf der digitalen Informationsveranstaltung ""Provenienzforschung und Fördermöglichkeiten in Deutschland"", die vom Netzwerk Koloniale Kontexte am 14. und 16. Februar 2024 veranstaltet wurde.
Zitiervorschlag: Grimme, G., Hüsgen, J., & Müller, L. (2024). Digital Resources for Researching Materials from Colonial Contexts in Libraries, Archives and Museums & University Collections. https://doi.org/10.18452/30911 ","https://doi.org/10.18452/30911",,,"x",,"x",,,,"x","x",
"UAD9QJ","Sammlung-online der Staatlichen Museen zu Berlin und dem Musik-Instrumente Museum","Online-Portal der Staatlichen Museen zu Berlin und den Musik-Instrumente Museums. Nachweis von 316.000 Objekten","https://recherche.smb.museum",,,,"x","x","x","x","x",,,
"IBWGR6","Berliner Adressbücher | 1799-1970","Die Berliner Adressbücher verzeichnen die Namen der in Berlin und Vororten gemeldeten Haushaltsvorstände, einschließlich Adresse und Beruf. Neben dem Namensverzeichnis enthalten viele Jahrgänge ein Straßen- oder Häuserverzeichnis mit Angabe der gemeldeten Mietparteien, Eigentümer und Verwalter. Zusätzlich enthalten sie häufig ein Verzeichnis der Handels- und Gewerbetreibenden nach Branchen.","https://digital.zlb.de/viewer/berliner-adressbuecher/",,,,"x",,"x","x",,,,
"IYR4HC","CrossAsia (xasia)","Cross Asia ist der zentrale Online-Dienst des Fachinformationsdienst Asien und bietet Zugang zu Fachinformationen aus dem gesamten Fächerspektrum der Geistes- und Sozialwissenschaften aus und über Asien. Die Plattform fasst ein breites Spektrum an elektronischen Ressourcen  (in lateinischer und asiatischer Schrift) und Datenbanken zusammen.","https://crossasia.org",,,,"x","x",,,,,,
"B3351Y","FID4SA","FID4SA richten sich an die transdisziplinäre Forschung mit Bezug zu Südasien und bietet u.a. ein digitales und interdisziplinäres Bild- und Multimediarepositorium, in dem Institute, Sammlungen und Projekte aus dem Bereich der Südasienwissenschaften ihre Bestände präsentieren.","https://www.fid4sa.de/en/home",,,,"x","x",,,,,,
"FC693T","African Studies Library","Das SIS Afrikastudien bietet Fachinformationen und eine spezialisierte Katalogsuche für über 3 Millionen Titel aus europäischen und afrikanischen Sammlungen. Der FID konzentriert sich auf Bücher von Verlagen mit Sitz auf dem afrikanischen Kontinent. Die African Studies Toolbox informiert regelmäßig über Forschungsdatenmanagement, Open Access, Online-Ressourcen in den Afrikawissenschaften und vieles mehr.","https://africanstudieslibrary.org/en/",,,,"x","x",,,,,,
"KGIKGS","LACARinfo Fachinformationsdienst Lateinamerika, Karibik und Latino Studies","LACARinfo ist ein vom Fachinformationsdienst Lateinamerika, Karibik und Latino Studies geschaffenes Portal, um seine wissenschaftlichen Communitys mit Fachinformation zu versorgen und ihren Austausch zu fördern. Es liefert vielfältige Möglichkeiten der Recherche und der fachlichen Vernetzung und richtet sich an alle, die sich mit Lateinamerika, der Karibik und den Latino Studies beschäftigen. Wissenschaftler:innen können hier auf das umfassende Literaturrecherchetool IberoSearch zugreifen sowie Digitalisierungen in Auftrag geben oder eine Live-Beratung vereinbaren.","https://lacarinfo.de","x",,,"x","x",,,,,,
"KRZZHH","MENALIB – Webportal des Fachinformationsdienstes Nahost-, Nordafrika- und Islamstudien","Der Fachinformationsdienst Nahost-, Nordafrika- und Islamstudien versorgt die deutsche Wissenschaft mit hochspezialisierten Forschungsmaterialien aus den Ländern der MENA-Region. Unter anderem wird mit MENAdoc eine Rechercheplattform und mit LexiQamus ein Online-Tool, das helfen kann, unleserliche Wörter aus osmanisch-türkischen Texten zu identifizieren, angeboten.","https://www.menalib.de/en/","x","x",,"x","x",,,,,,
